id,favorite
"14029",""
"14038","4"
"14046","2"
"14102",""
"14112","0"
"14134",""
"14142","45"
"14152","1"
"14215","3"
"14216","1"
"14222","1"
"14249",""
"14255","0"
"14256","1"
"14305","5"
"14465","1"
"14516",""
"14534",""
"14569","1"
"14635",""
"14709","2"
"14713","1"
"14714",""
"14717","3"
"14727","1"
"14738",""
"14739",""
"14757","1"
"14763",""
"14820","2"
"14843","4"
"14864",""
"14881","8"
"14890","1"
"14894",""
"14898",""
"14906",""
"14940","2"
"14982",""
"15014",""
"15059",""
"15066","2"
"15075","1"
"15102",""
"15108",""
"15116","2"
"15202",""
"15207",""
"15214","22"
"15235","7"
"15260",""
"15262",""
"15272","2"
"15315","3"
"15335","1"
"15349","1"
"15368","2"
"15394","1"
"15436",""
"15446","1"
"15471","2"
"15475",""
"15484",""
"15491",""
"15502","1"
"15595",""
"15599","10"
"15617","15"
"15621","4"
"15641",""
"15694","1"
"15722","0"
"15726","2"
"15741","2"
"15743",""
"15744","3"
"15765","3"
"15813",""
"15830",""
"15881",""
"15903","0"
"15934","4"
"15939","1"
"15943",""
"15958","3"
"15961","1"
"15968",""
"16133",""
"16158",""
"16164","1"
"16165",""
"16169",""
"16183","1"
"16187","1"
"16204","8"
"16227",""
"16236","1"
"16247","6"
"16258",""
"16287","1"
"16291","4"
"16353","1"
"16361",""
"16380","1"
"16411","1"
"16422","1"
"16426",""
"16486","1"
"16496",""
"16500","8"
"16535",""
"16546","1"
"16560",""
"16564","8"
"16588","1"
"16607",""
"16624",""
"16651",""
"16676",""
"16685","4"
"16692",""
"16731","3"
"16733",""
"16747",""
"16796",""
"16806","3"
"16903",""
"16958","3"
"16980",""
"17066","0"
"17067","3"
"17075","4"
"17095",""
"17172","1"
"17179","1"
"17187",""
"17234","2"
"17316","2"
"17393",""
"17399","1"
"17407","17"
"17412","1"
"17430","2"
"17448",""
"17491","1"
"17510",""
"17516","3"
"17524",""
"17551","1"
"17562","2"
"17565","1"
"17593",""
"17598","1"
"17632",""
"17635",""
"17698","5"
"17720","3"
"17721","1"
"17755",""
"17847","1"
"17852","11"
"17862","1"
"17899",""
"17930",""
"17932","1"
"17965","2"
"17998",""
"18007","2"
"18011",""
"18018",""
"18022","0"
"18035","1"
"18043","2"
"18061",""
"18077",""
"18086","5"
"18087","8"
"18124","1"
"18133","1"
"18154",""
"18162",""
"18167","1"
"18168",""
"18185",""
"18195",""
"18207","4"
"18217","1"
"18275","22"
"18310",""
"18327","4"
"18330",""
"18347","4"
"18398","1"
"18494",""
"18505","2"
"18533",""
"18563","2"
"18608",""
"18663","1"
"18680","3"
"18694","2"
"18720","13"
"18739","1"
"18819",""
"18936","2"
"18978",""
"19007","1"
"19033",""
"19128","6"
"19147",""
"19152",""
"19176","1"
"19193",""
"19214",""
"19276","5"
"19290","1"
"19302","2"
"19309",""
"19319","3"
"19373","10"
"19387",""
"19419","0"
"19436","14"
"19448",""
"19457","7"
"19469",""
"19471","1"
"19524","3"
"19526",""
"19565","5"
"19567","1"
"19631",""
"19644",""
"19694","5"
"19698","6"
"19714","8"
"19718","1"
"19749",""
"19751","1"
"19756",""
"19778",""
"19790","1"
"19864",""
"19868",""
"19872",""
"19911","139"
"19949",""
"19980","4"
"19988","1"
"20004","2"
"20015","1"
"20022","6"
"20045",""
"20095",""
"20105","20"
"20108",""
"20135",""
"20140","1"
"20147","2"
"20163","1"
"20166",""
"20168","0"
"20187","18"
"20201","1"
"20209",""
"20216","2"
"20224","1"
"20242","1"
"20261",""
"20371","13"
"20395",""
"20402",""
"20404","1"
"20406","20"
"20413",""
"20422","6"
"20438",""
"20481","1"
"20497","107"
"20521",""
"20525",""
"20530",""
"20558",""
"20645","1"
"20659","2"
"20661",""
"20684","1"
"20693","1"
"20696","1"
"20703","6"
"20707","0"
"20744","1"
"20766",""
"20787","3"
"20806","9"
"20828",""
"20839","1"
"20845","4"
"20859","1"
"20871","1"
"20872",""
"20874","2"
"20903",""
"20904","4"
"20948","1"
"20951","5"
"20995","2"
"21003","3"
"21005","1"
"21067","2"
"21073","1"
"21114","1"
"21137","1"
"21177",""
"21205","1"
"21225",""
"21237","0"
"21247",""
"21269",""
"21297",""
"21301","1"
"21305","6"
"21313",""
"21375",""
"21383","1"
"21413","38"
"21420","1"
"21523","1"
"21534",""
"22651",""
"22671","1"
"22703","1"
"22752","1"
"22768",""
"22783","3"
"22795","4"
"22806","1"
"22809","7"
"22865",""
"22903","46"
"22906","4"
"22925","2"
"22937","1"
"22953","1"
"22972","4"
"22985","1"
"22989","9"
"23007","2"
"23032","0"
"23039","1"
"23086","1"
"23097","0"
"23101","2"
"23133","1"
"23178","1"
"23191","1"
"23235","2"
"23294",""
"23302","1"
"23315","2"
"23322","4"
"23329",""
"23334","6"
"23371","38"
"23382",""
"23433",""
"23438","15"
"23452","8"
"23454","1"
"23459",""
"23474",""
"23507",""
"23519","3"
"23521",""
"23592","1"
"23598","1"
"23612","3"
"23627","13"
"23632",""
"23664","0"
"23673",""
"23683","2"
"23734","18"
"23778","3"
"23794",""
"23801","5"
"23809",""
"23843",""
"23850","2"
"23862",""
"23914",""
"24023",""
"24044","3"
"24055",""
"24084",""
"24112",""
"24130","6"
"24139","4"
"24164","0"
"24166","6"
"24178","1"
"24227",""
"24277",""
"24338",""
"24384","1"
"24436",""
"24444","56"
"24518",""
"24538",""
"24543",""
"24567",""
"24613","1"
"24647",""
"24657",""
"24662",""
"24675",""
"24729","1"
"24773",""
"24803","3"
"24832","3"
"24863",""
"24908","4"
"24923",""
"24947",""
"24990",""
"25001","1"
"25036",""
"25080","1"
"25088",""
"25100",""
"25132",""
"25162","1"
"25219","1"
"25260","1"
"25282","4"
"25319",""
"25444","4"
"25472",""
"25473",""
"25475",""
"25490","1"
"25491",""
"25494","1"
"25520",""
"25530",""
"25578",""
"25635",""
"25647",""
"25661",""
"25689","1"
"25769","1"
"25855","1"
"25874",""
"25884",""
"25894","2"
"25897",""
"25900","9"
"25915",""
"25939",""
"25941",""
"25958","2"
"25979","1"
"26027",""
"26047","2"
"26062","0"
"26092",""
"26142","7"
"26197","2"
"26223",""
"26226",""
"26242","2"
"26272",""
"26278","2"
"26307","2"
"26319",""
"26347","4"
"26390","1"
"26400",""
"26446",""
"26459","5"
"26469","2"
"26486",""
"26531",""
"26560",""
"26561",""
"26598","2"
"26615",""
"26660","2"
"26685","1"
"26696","5"
"27769",""
"27770",""
"27782",""
"27805","42"
"27829","1"
"27831","0"
"27849","6"
"27862","1"
"27885",""
"27897","6"
"27904","13"
"27913","1"
"27933",""
"27934","2"
"27939","1"
"27958","1"
"27964",""
"27988","1"
"29014","2"
"29082",""
"29170","7"
"29220","2"
"29226","1"
"29251",""
"29292",""
"29296",""
"29324",""
"29355","1"
"29387","2"
"29388","1"
"29407",""
"29429","1"
"29460","3"
"29499","2"
"29515","2"
"29557","2"
"29622",""
"29635","2"
"29735","1"
"29748",""
"29824","2"
"29902",""
"29930","3"
"29936","0"
"29937","1"
"29974","1"
"29982","13"
"29992","2"
"30002","1"
"30046","7"
"30096",""
"30133","1"
"30135","3"
"30203",""
"30289","0"
"30320","6"
"30323",""
"30329",""
"30330","1"
"30336",""
"30362","23"
"30365","1"
"30431","1"
"30471","1"
"30499","2"
"30508",""
"30519","2"
"30527",""
"30575","2"
"30694","1"
"30697","2"
"30701",""
"30743","3"
"30782","3"
"30818",""
"30833","1"
"30893",""
"30898",""
"30919",""
"30940","2"
"30949","0"
"30998",""
"31001",""
"31027",""
"31043",""
"31065",""
"31100",""
"31122","1"
"31162","1"
"31183","3"
"31204","1"
"31247",""
"31248",""
"31289",""
"31315",""
"31337","4"
"31368","1"
"31370",""
"31388",""
"31404","0"
"31460",""
"31511","1"
"31549","5"
"31560","2"
"31573",""
"31576",""
"31606","24"
"31636",""
"31637",""
"31653","1"
"31683","1"
"31696","1"
"31705","2"
"31813","1"
"31826","1"
"31843",""
"31872","1"
"31933",""
"31975","4"
"32012",""
"32036","3"
"32047",""
"32063","1"
"32105",""
"32123","4"
"32143","1"
"32171","1"
"32185",""
"32236",""
"32268","1"
"32285","6"
"32288",""
"32334","1"
"32345","2"
"32347","3"
"32353",""
"32372",""
"32451",""
"32510","2"
"32521","1"
"32526","1"
"32529","2"
"32532",""
"32568","2"
"32574","1"
"32595","1"
"32616","6"
"32640",""
"32641","1"
"32645","1"
"32672",""
"32677",""
"32719",""
"32730","4"
"32761","1"
"32805",""
"32837",""
"32902","4"
"32953",""
"32964","2"
"32987",""
"33006",""
"33020",""
"33050",""
"33064","4"
"33104",""
"33114",""
"33142","1"
"33148","5"
"33161","1"
"33189","1"
"33212",""
"33257","3"
"33273","1"
"33293","1"
"33294",""
"33308",""
"33314",""
"33343",""
"33352",""
"33410","5"
"33428","14"
"33456",""
"33459","2"
"33460","7"
"33491",""
"33507",""
"33559",""
"33565","9"
"33585","15"
"33603","1"
"33604","16"
"33627",""
"33637",""
"33641",""
"33648","1"
"33663",""
"33698",""
"33722",""
"33811","17"
"33822",""
"33830","1"
"33834","2"
"33844","1"
"33871",""
"33900","2"
"33909","3"
"33950","2"
"33990",""
"34003",""
"34022",""
"34039","1"
"34042","1"
"34130","5"
"34142",""
"34159",""
"34205","1"
"34207",""
"34241",""
"34255",""
"34271",""
"34282",""
"34298","5"
"34326","2"
"34337",""
"34339","2"
"34343","1"
"34350","2"
"34368",""
"34397","2"
"34419","14"
"34440",""
"34519",""
"34542",""
"34577",""
"34599",""
"34661",""
"34674","1"
"34687","1"
"34698",""
"34707","2"
"34718",""
"34782",""
"34810",""
"34871","1"
"34904","1"
"34913",""
"34952",""
"34955","2"
"34961","1"
"34962",""
"34965",""
"34988",""
"34992","2"
"35015",""
"35053","2"
"35089",""
"35144","1"
"35222",""
"35239",""
"35254",""
"35261",""
"35264","4"
"35307","1"
"35387","2"
"35441",""
"35450",""
"35492","14"
"35495","2"
"35542",""
"35556","1"
"35571","7"
"35572",""
"35611","0"
"35635","5"
"35704","0"
"35720",""
"35735",""
"35741",""
"35756","0"
"35776","6"
"35791","2"
"35831","2"
"35880","5"
"35891",""
"35924","1"
"35977","7"
"35998","3"
"36001","3"
"36047",""
"36073","1"
"36117","1"
"36128","3"
"36143",""
"36156",""
"36158","2"
"36172","1"
"36263","1"
"36267",""
"36272","5"
"36313",""
"36331","5"
"36355",""
"36363","9"
"36406","1"
"36418","2"
"36427",""
"36458",""
"36462","2"
"36468","13"
"36517",""
"36580",""
"36598",""
"36609","8"
"36618","8"
"36629","13"
"36671","3"
"36726",""
"36735",""
"36754","3"
"36774",""
"36804",""
"36807",""
"36831",""
"36873","3"
"36909",""
"36948",""
"36986","8"
"37036","2"
"37049",""
"37121","2"
"37147",""
"37165",""
"37169",""
"37175",""
"37183",""
"37196",""
"37208",""
"37243",""
"37246",""
"37270",""
"37327",""
"37338","1"
"37380","6"
"37383","1"
"37388",""
"37417","1"
"37457",""
"37472","2"
"37481","12"
"37505","3"
"37519","5"
"37559",""
"37568","2"
"37577",""
"37588","9"
"37639",""
"37676","2"
"37724",""
"37734",""
"37820",""
"37855","1"
"37861",""
"37864",""
"37871","1"
"37875",""
"37893","1"
"37934",""
"37949",""
"37989",""
"38001","13"
"38037","5"
"38051","2"
"38062","1"
"38071","1"
"38074","1"
"38112","2"
"38119",""
"38134","1"
"38147",""
"38149","1"
"38150",""
"38156","1"
"38241","2"
"38245",""
"38247",""
"38250","3"
"38321","1"
"38331","0"
"38501","2"
"38502","1"
"38504","1"
"38546",""
"38567","0"
"38629","6"
"38644","5"
"38655",""
"38660",""
"38708",""
"38715",""
"38890","1"
"38899",""
"38925","1"
"38942","3"
"38960",""
"38972",""
"38990","1"
"39014",""
"39051",""
"39055","1"
"39077","1"
"39087",""
"39097","0"
"39101","34"
"39122","5"
"39165",""
"39205","1"
"39271","1"
"39285","1"
"39297","1"
"39440","6"
"39520","1"
"39524","4"
"39530","2"
"39540","1"
"39547",""
"39555",""
"39585",""
"39662",""
"39692",""
"39696","1"
"39711","1"
"39729","1"
"39762","1"
"39775",""
"39801","8"
"39833","1"
"39857","2"
"39882",""
"39892",""
"39893",""
"39913","9"
"39925","21"
"39930","2"
"39933",""
"39990","3"
"40023",""
"40085",""
"40127","0"
"40154",""
"40182",""
"40185",""
"40227","21"
"40255",""
"40274",""
"40289",""
"40291","16"
"40298","4"
"40336",""
"40392",""
"40395",""
"40396","1"
"40416",""
"40482","1"
"40534","1"
"40562","1"
"40594",""
"40616",""
"40655","2"
"40720",""
"40808",""
"40849",""
"40861",""
"40869",""
"40992",""
"40995","1"
"41010",""
"41058",""
"41122","3"
"41139",""
"41160",""
"41230","27"
"41239",""
"41333",""
"41343","1"
"41350",""
"41364",""
"41393","1"
"41459",""
"41478",""
"41502",""
"41539",""
"41605","1"
"41685","2"
"41688",""
"41708",""
"41716","1"
"41783","3"
"41810",""
"41905",""
"41913",""
"41918",""
"41943",""
"41966","4"
"41988","45"
"42014","1"
"42020","2"
"42035","3"
"42071","2"
"42091",""
"42092",""
"42093",""
"42101",""
"42103",""
"42168","1"
"42171","1"
"42191",""
"42209","3"
"42229",""
"42278","1"
"42289","6"
"42314","2"
"42334","4"
"42369",""
"42383","7"
"42397","1"
"42406","5"
"42417","2"
"42455",""
"42462","3"
"42466","2"
"42469",""
"42476","1"
"42500","35"
"42509","1"
"42601","2"
"42618","6"
"42621","3"
"42626","3"
"42629",""
"42663",""
"42782",""
"42801",""
"42802","1"
"42897",""
"42912","1"
"43008",""
"43063",""
"43083","3"
"43255","2"
"43284","1"
"43287","3"
"43294","4"
"43370","1"
"43373",""
"43411",""
"43450",""
"43454",""
"43503","1"
"43522","1"
"43529","6"
"43537",""
"43539",""
"43546","1"
"43574","2"
"43615","2"
"43649","1"
"43658",""
"43669","1"
"43692",""
"43707",""
"43737",""
"43740",""
"43750","1"
"43780",""
"43791",""
"43794",""
"43807","3"
"43837",""
"43856","1"
"43921",""
"43926","2"
"44018",""
"44033","1"
"44043",""
"44131","1"
"44149",""
"44151",""
"44181","1"
"44186","1"
"44190",""
"44210","2"
"44214","10"
"44247",""
"44275",""
"44315",""
"44335","4"
"44337","2"
"44345","9"
"44382",""
"44419",""
"44489",""
"44532","12"
"44543",""
"44596","0"
"44620",""
"44644",""
"44668","4"
"44705","1"
"44716","3"
"44801",""
"44843","4"
"44849","15"
"44881",""
"44980","1"
"44987","1"
"44997",""
"45049",""
"45074","1"
"45093","1"
"45097",""
"45156","1"
"45184",""
"45254",""
"45311",""
"45326",""
"45328",""
"45375",""
"45380",""
"45410",""
"45490","1"
"45509","5"
"45527",""
"45552",""
"45561","0"
"45578",""
"45593","3"
"45660",""
"45680",""
"45687","6"
"45695","1"
"45712","16"
"45723",""
"45738","0"
"45750","1"
"45776",""
"45794",""
"45808",""
"45831",""
"45834","1"
"45849","3"
"45871",""
"45892",""
"45919",""
"45928","1"
"45986","1"
"45999",""
"46003",""
"46004","0"
"46020",""
"46021","3"
"46070",""
"46080","1"
"46092",""
"46095",""
"46099","1"
"46108",""
"46112",""
"46124","1"
"46125",""
"46164","2"
"46199",""
"46212","3"
"46268","1"
"46289",""
"46293",""
"46340",""
"46344",""
"46348",""
"46353","6"
"46369",""
"46395","1"
"46438","1"
"46477",""
"46484",""
"46525",""
"46540","1"
"46563",""
"46583",""
"46608",""
"46652","3"
"46683","1"
"46696",""
"46704",""
"46746","6"
"46764",""
"46793","1"
"46807","2"
"46818","1"
"46836","3"
"46849","2"
"46900",""
"46907",""
"46941",""
"46953","1"
"46957",""
"46966","2"
"46973","4"
"46984",""
"46993",""
"46997","4"
"47027",""
"47043",""
"47070","1"
"47152",""
"47153",""
"47182","1"
"47185","1"
"47191","1"
"47192","6"
"47198","3"
"47224",""
"47232","3"
"47261",""
"47279",""
"47334","1"
"47341","2"
"47376",""
"47400","2"
"47401","0"
"47433",""
"47467","3"
"47489","2"
"47490","1"
"47509",""
"47555","1"
"47617",""
"47618","5"
"47638",""
"47641",""
"47652",""
"47658",""
"47671",""
"47692","1"
"47742",""
"47762","1"
"47789",""
"47809","0"
"47821","1"
"47887",""
"47890","3"
"48040",""
"48053",""
"48058",""
"48092",""
"48110","5"
"48117","0"
"48139","14"
"48154",""
"48158",""
"48187","3"
"48206","0"
"48226","0"
"48249","1"
"48257","2"
"48270",""
"48302","2"
"48354",""
"48378","9"
"48391",""
"48396",""
"48411",""
"48422",""
"48438",""
"48539","3"
"48543",""
"48580","1"
"48601",""
"48607",""
"48667",""
"48705",""
"48714",""
"48735",""
"48754",""
"48774",""
"48826",""
"48927",""
"48980",""
"48988",""
"49016","1"
"49048",""
"49056","1"
"49080","0"
"49086","0"
"49097",""
"49107",""
"49163",""
"49184","0"
"49205","1"
"49206","0"
"49228","1"
"49260",""
"49274","1"
"49305",""
"49332","2"
"49354",""
"49356",""
"49441",""
"49442",""
"49515",""
"49550",""
"49581",""
"49638",""
"49647",""
"49682","3"
"49695",""
"49699",""
"49718",""
"49761",""
"49771",""
"49823",""
"49851",""
"49859",""
"50893",""
"50895",""
"50913",""
"50925",""
"50970","2"
"51010","2"
"51017","3"
"51039","3"
"51056",""
"51069","7"
"51083","1"
"51182","2"
"51195","1"
"51203",""
"51207",""
"51256","3"
"51306","1"
"51309",""
"51343","1"
"51344",""
"51361",""
"51366",""
"51369","0"
"51413",""
"51425",""
"51476",""
"51479",""
"51554","1"
"51579",""
"51587","2"
"51614",""
"51657",""
"51675","1"
"51676",""
"51755",""
"51784","1"
"51822",""
"51827",""
"51843","1"
"51860",""
"51882",""
"51936",""
"51979","4"
"51994","2"
"52000",""
"52080",""
"52136",""
"52149",""
"52158","1"
"52186","1"
"52193",""
"52199",""
"52262","1"
"52271",""
"52278",""
"52296","1"
"52372",""
"52436",""
"52447","3"
"52506",""
"52512",""
"52527",""
"52574",""
"52643","8"
"52658",""
"52666","3"
"52667",""
"52689",""
"52699","1"
"52704",""
"52728","0"
"52735",""
"52742",""
"52754","1"
"52804",""
"52828",""
"52856","4"
"52862",""
"52863","1"
"52870",""
"52879","1"
"52887",""
"52920",""
"52980","7"
"53014","2"
"53027",""
"53029",""
"53041",""
"53047",""
"53065",""
"53087",""
"53104","3"
"53162",""
"53166",""
"53173",""
"53265","0"
"53288","2"
"53305",""
"53359","1"
"53374",""
"53417",""
"53440","2"
"53448","4"
"53474","4"
"53528","3"
"53538","0"
"53573","1"
"53596","17"
"53630","1"
"53699","6"
"53753",""
"53773","3"
"53791",""
"53841",""
"53847",""
"53864","0"
"53867","0"
"53895",""
"53922",""
"53929","3"
"53954",""
"53974",""
"53978",""
"54007","1"
"54009",""
"54027","1"
"54055","1"
"54091",""
"54099","6"
"54163",""
"54190",""
"54244",""
"54324","2"
"54325",""
"54343",""
"54418",""
"54454",""
"54480","4"
"54501",""
"54512",""
"54547",""
"54572","1"
"54580","1"
"54590",""
"54599","1"
"54630",""
"54669",""
"54672",""
"54706","1"
"54732","3"
"54734","4"
"54744","4"
"54758",""
"54770",""
"54831",""
"54850",""
"54852","2"
"54857",""
"54865","4"
"54929",""
"54952",""
"54967",""
"54986",""
"55043",""
"55061","17"
"55075","22"
"55076","39"
"55083","17"
"55086",""
"55104",""
"55105",""
"55119","16"
"55138","4"
"55139","3"
"55179","1"
"55180","1"
"55181",""
"55185",""
"55190","1"
"55191",""
"55197","1"
"55205","1"
"55244",""
"55249","40"
"55270","2"
"55272","2"
"55283","12"
"55300","1"
"55313","1"
"55342",""
"55354",""
"55357",""
"55371",""
"55380",""
"55381","4"
"55387",""
"55419","2"
"55456",""
"55460","1"
"55467",""
"55469","1"
"55470",""
"55514",""
"55525","1"
"55562",""
"55580","2"
"55613","1"
"55615",""
"55618",""
"55673","0"
"55703","1"
"55711",""
"55712","3"
"55718",""
"55792",""
"55862",""
"55876","6"
"55971","1"
"55982",""
"55990",""
"56010",""
"56016",""
"56031",""
"56056","1"
"56069","14"
"56126",""
"56155",""
"56190",""
"56201","1"
"56265",""
"56302",""
"56347","1"
"56366","2"
"56369",""
"56399","1"
"56401",""
"56405",""
"56408","7"
"56417",""
"56423",""
"56516",""
"56551",""
"56555",""
"56568","2"
"56609","2"
"56627",""
"56681",""
"56693","2"
"56769","2"
"56772",""
"56777","4"
"56804","1"
"56809","5"
"56822",""
"56825","1"
"56851",""
"56852",""
"56870",""
"56886","3"
"56895",""
"56930","1"
"56978","3"
"57040",""
"57055","1"
"57078",""
"57087","1"
"57115",""
"57128",""
"57143","14"
"57151",""
"57182",""
"57203","1"
"57241",""
"57252",""
"57268","1"
"57302","2"
"57319",""
"57337","1"
"57349","2"
"57363","1"
"57378",""
"57384","2"
"57386","1"
"57397","1"
"57406","4"
"57427",""
"57435","1"
"57504","1"
"57509","1"
"57527","2"
"57556",""
"57615","1"
"57644","1"
"57666","3"
"57688",""
"57706",""
"57715",""
"57722",""
"57734","6"
"57747",""
"57754","1"
"57758","1"
"57775",""
"57776",""
"57810",""
"57819",""
"57837","1"
"57888",""
"57896",""
"57901",""
"57933",""
"57950","30"
"57965",""
"58027",""
"58048",""
"58054",""
"58107",""
"58115","1"
"58141",""
"58147",""
"58155","2"
"58169","1"
"58174",""
"58187","3"
"58207",""
"58208","1"
"58245",""
"58369","1"
"58385","1"
"58387","2"
"58388","2"
"58458",""
"58500","2"
"58511","1"
"58549",""
"58570","2"
"58585","2"
"58586",""
"58597","1"
"58612","1"
"58617",""
"58619","1"
"58626","5"
"58634","0"
"58682",""
"58693",""
"58696",""
"58697","1"
"58702","1"
"58719","1"
"58755","5"
"58763","1"
