id,score
"5509","0"
"16473","20"
"19773","3"
"20047","82"
"20386","20"
"20510","5"
"25730","49"
"33529","48"
"34512","160"
"36877","92"
"40119","142"
"44080","2"
"47707","6"
"52566","3"
"60518","1"
"62923","1"
"64432","3"
"69565","3"
"76408","5"
"78900","6"
"89112","5"
"100832","2"
"108057","6"
"117461","6"
"122877","7"
"124745","12"
"140365","4"
"146841","3"
"150805","12"
"153953","5"
"178876","4"
"180239","2"
"191692","3"
"196177","0"
"199017","17"
"200786","1"
"208387","5"
"217113","62"
"217213","6"
"218681","6"
"228476","13"
"233258","20"
"239905","20"
"242629","8"
"244489","1"
"260192","5"
"269676","10"
"270011","2"
"271850","7"
"273209","232"
"276087","8"
"279173","2"
"280053","5"
"285392","2"
"285586","1"
"287456","0"
"302357","1"
"307478","12"
"312069","51"
"320636","21"
"321036","4"
"321241","53"
"329775","2"
"332833","1"
"344719","5"
"346499","3"
"352066","4"
"354035","8"
"364172","2"
"367571","23"
"372933","3"
"376346","5"
"391913","119"
"394836","2"
"394895","2"
"396100","8"
"409449","3"
"413940","3"
"420599","5"
"421893","0"
"423802","0"
"428478","7"
"429254","39"
"432491","2"
"433700","2"
"443009","2"
"443237","0"
"444191","2"
"466601","6"
"469098","5"
"470820","3"
"472700","6"
"473760","9"
"475539","4"
"478242","8"
"487173","1"
"487889","3"
"491527","2"
"493909","3"
"494327","24"
"505465","49"
"507249","3"
"508398","23"
"510955","3"
"511289","3"
"512371","0"
"516869","0"
"517950","2"
"520107","0"
"527296","6"
"528127","5"
"528405","41"
"531717","1"
"532346","31"
"532917","2"
"533021","3"
"536432","2"
"537103","12"
"541620","1"
"554138","11"
"556616","0"
"560507","2"
"562617","0"
"562843","2"
"565425","4"
"580177","3"
"582663","0"
"585149","1"
"586759","1"
"595187","7"
"596057","2"
"600757","7"
"611520","4"
"612964","1"
"620733","56"
"626290","1"
"639034","1"
"641666","4"
"643122","13"
"651481","0"
"653012","1"
"656274","2"
"656583","2"
"661908","38"
"664718","2"
"665094","6"
"666573","0"
"667177","19"
"670791","13"
"674724","6"
"679270","0"
"685904","13"
"686397","5"
"687059","1"
"693270","10"
"697336","25"
"701580","11"
"703856","7"
"706367","1"
"709145","0"
"712975","5"
"714125","6"
"720508","16"
"728063","0"
"728088","14"
"730913","1"
"735894","18"
"738846","2"
"739850","6"
"742730","2"
"749911","4"
"751957","0"
"756908","2"
"758743","0"
"761077","5"
"765285","-1"
"767392","6"
"770555","4"
"789826","3"
"795237","2"
"797883","2"
"798933","2"
"801589","3"
"801737","4"
"803150","4"
"803566","7"
"812980","0"
"829105","3"
"838540","39"
"838824","5"
"841984","2"
"846460","7"
"849549","97"
"856358","0"
"863948","1"
"867660","7"
"867928","0"
"871610","1"
"879758","0"
"882884","2"
"884781","3"
"891913","5"
"895600","1"
"897020","32"
"898273","6"
"901369","12"
"902687","1"
"904775","1"
"905118","2"
"914199","3"
"918180","14"
"919334","1"
"920114","2"
"935463","3"
"935922","3"
"937178","1"
"939831","44"
"942421","7"
"943312","6"
"943841","1"
"945584","2"
"959501","7"
"960081","0"
"960122","3"
"969223","0"
"974136","0"
"985535","3"
"990015","9"
"994371","1"
"997366","0"
"1000192","2"
"1001073","1"
"1001448","5"
"1003736","15"
"1008514","1"
"1019945","10"
"1021413","3"
"1021839","-1"
"1034760","1"
"1035915","4"
"1037240","3"
"1037798","0"
"1039244","1"
"1041477","2"
"1042917","2"
"1043803","2"
"1043928","4"
"1044215","5"
"1049005","0"
"1051090","28"
"1051370","11"
"1052145","12"
"1052979","1"
"1056073","2"
"1056693","0"
"1058462","6"
"1059648","3"
"1061235","14"
"1063595","0"
"1068649","3"
"1080649","2"
"1081026","1"
"1083842","1"
"1084032","4"
"1085236","3"
"1086950","0"
"1089296","9"
"1097781","1"
"1099437","2"
"1102359","59"
"1106166","6"
"1111408","2"
"1113982","1"
"1115739","2"
"1116308","1"
"1117263","4"
"1117685","3"
"1117983","3"
"1119587","3"
"1120337","1"
"1124657","0"
"1128458","5"
"1131332","0"
"1132561","12"
"1136844","4"
"1139687","6"
"1140487","0"
"1145762","0"
"1146715","1"
"1147355","0"
"1147387","27"
"1150209","0"
"1153364","3"
"1153569","2"
"1164188","2"
"1165233","1"
"1172476","4"
"1173241","0"
"1177065","9"
"1178538","1"
"1179750","0"
"1186164","0"
"1190568","5"
"1192999","1"
"1194606","14"
"1198990","1"
"1205430","1"
"1214595","1"
"1214974","0"
"1218830","2"
"1224042","10"
"1234431","2"
"1236679","1"
"1236789","0"
"1240546","0"
"1249182","6"
"1250050","5"
"1250666","13"
"1252367","0"
"1254148","0"
"1258201","12"
"1258550","81"
"1259015","0"
"1263599","0"
"1266367","3"
"1267173","2"
"1269801","3"
"1270284","2"
"1270913","7"
"1272523","0"
"1276579","0"
"1279722","2"
"1280574","1"
"1281549","49"
"1288912","1"
"1289855","1"
"1299466","1"
"1299809","2"
"1306896","10"
"1307820","1"
"1310023","0"
"1310178","1"
"1311592","2"
"1317123","5"
"1317598","4"
"1321328","1"
"1326361","1"
"1326617","0"
"1329535","6"
"1330416","0"
"1332423","0"
"1334299","0"
"1335143","5"
"1338645","1"
"1339293","24"
"1341690","0"
"1344795","0"
"1345755","0"
"1352313","1"
"1352588","7"
"1352980","20"
"1354610","1"
"1354958","6"
"1359771","33"
"1360900","0"
"1363452","0"
"1372869","0"
"1376035","0"
"1379564","1"
"1381335","1"
"1383756","3"
"1384050","1"
"1385843","92"
"1386684","1"
"1390165","2"
"1392023","1"
"1393080","2"
"1396967","0"
"1397221","1"
"1404183","1"
"1407942","5"
"1409858","1"
"1413320","4"
"1413662","2"
"1414072","0"
"1414861","0"
"1419169","7"
"1423698","1"
"1426861","0"
"1427478","5"
"1429335","2"
"1432463","2"
"1434714","4"
"1435415","182"
"1436465","0"
"1437200","5"
"1437791","5"
"1440810","0"
"1443164","3"
"1444731","0"
"1446629","3"
"1447499","2"
"1449491","0"
"1452029","0"
"1454380","2"
"1454450","3"
"1456899","11"
"1458099","3"
"1459739","167"
"1461604","1"
"1462649","46"
"1463009","1"
"1463175","8"
"1469841","2"
"1473510","6"
"1474052","3"
"1474101","0"
"1475442","0"
"1480278","0"
"1480452","9"
"1481183","0"
"1481382","0"
"1487684","2"
"1496121","1"
"1498519","2"
"1502799","23"
"1504899","1"
"1505489","7"
"1518009","2"
"1520976","3"
"1525177","1"
"1527301","2"
"1530844","2"
"1531637","2"
"1533378","8"
"1535326","2"
"1538958","0"
"1539983","2"
"1540063","2"
"1541476","0"
"1541817","14"
"1542457","13"
"1545530","2"
"1547562","0"
"1549949","5"
"1551997","4"
"1554526","9"
"1558863","2"
"1560130","0"
"1566045","0"
"1570660","0"
"1579663","1"
"1580419","-1"
"1582161","122"
"1583812","9"
"1587540","0"
"1598928","9"
"1598932","55"
"1599756","1"
"1602375","2"
"1607681","1"
"1608370","2"
"1608522","3"
"1611756","8"
"1622370","0"
"1624087","0"
"1625423","6"
"1626069","1"
"1631940","0"
"1632183","0"
"1640582","0"
"1641231","30"
"1650854","5"
"1651616","18"
"1657037","1"
"1658328","0"
"1660765","10"
"1662016","7"
"1663498","7"
"1663740","8"
"1664567","8"
"1668268","3"
"1673036","0"
"1676593","0"
"1678373","0"
"1678543","0"
"1679725","1"
"1683649","2"
"1684975","0"
"1691528","1"
"1692149","1"
"1694256","0"
"1696009","0"
"1698933","0"
"1702602","2"
"1705727","1"
"1705849","4"
"1714841","10"
"1718388","3"
"1718658","2"
"1720014","4"
"1721092","2"
"1721112","0"
"1722453","2"
"1726462","1"
"1727673","2"
"1731802","4"
"1732991","0"
"1735344","2"
"1735349","6"
"1738779","0"
"1739875","3"
"1743607","4"
"1743868","0"
"1745472","7"
"1745875","6"
"1746973","3"
"1747235","39"
"1751408","1"
"1751616","0"
"1751896","0"
"1752261","2"
"1752998","8"
"1753094","0"
"1753790","2"
"1754415","2"
"1758631","0"
"1765168","2"
"1765351","0"
"1765723","6"
"1765733","8"
"1766301","1"
"1767790","0"
"1768855","0"
"1770890","0"
"1773079","15"
"1779617","5"
"1780628","2"
"1782309","0"
"1785772","1"
"1789298","3"
"1791162","1"
"1795305","0"
"1796203","1"
"1796410","4"
"1800013","16"
"1800423","0"
"1802540","1"
"1804416","1"
"1805102","2"
"1807864","1"
"1811796","2"
"1812086","1"
"1813283","3"
"1816832","0"
"1818861","3"
"1819122","9"
"1822529","1"
"1826566","1"
"1828005","9"
"1838215","0"
"1840090","0"
"1840624","1"
"1842738","0"
"1845143","1"
"1847364","2"
"1849929","5"
"1849972","8"
"1850251","1"
"1851528","11"
"1856430","2"
"1858229","0"
"1858978","0"
"1862036","10"
"1863124","1"
"1865741","4"
"1870976","2"
"1871418","0"
"1871774","3"
"1876076","8"
"1878127","9"
"1882266","3"
"1883165","13"
"1895326","1"
"1899015","2"
"1901091","2"
"1903193","5"
"1911697","0"
"1911791","1"
"1912693","0"
"1914149","4"
"1919852","0"
"1920854","1"
"1922399","3"
"1922815","3"
"1925052","8"
"1930571","9"
"1931871","1"
"1933330","0"
"1936694","3"
"1938462","0"
"1938801","1"
"1944602","0"
"1947177","0"
"1955675","2"
"1962825","0"
"1962959","2"
"1984186","496"
"1984784","0"
"1988469","0"
"1989180","0"
"1999086","0"
"1999735","1"
"1999781","10"
