id,owner_user_id
"128565","115919"
"146346","115966"
"141361","116083"
"170741","116083"
"129207","116121"
"185913","116121"
"197693","116121"
"195863","116126"
"129218","116204"
"128878","116319"
"128905","116344"
"129026","116472"
"229789","116564"
"165711","116708"
"198718","116763"
"136800","116804"
"129560","116916"
"149212","116916"
"131085","116972"
"220114","117042"
"162776","117048"
"171741","117048"
"153766","117061"
"135947","117212"
"172025","117435"
"165931","117440"
"130053","117507"
"131156","117827"
"130358","117836"
"137301","117883"
"222318","117932"
"187780","117962"
"215155","118055"
"230055","118154"
"134187","118278"
"180665","118479"
"158079","118503"
"165683","118802"
"131380","118931"
"158439","118981"
"170076","119035"
"173094","119035"
"176858","119035"
"190133","119296"
"133166","119301"
"142633","119399"
"131837","119403"
"176477","120534"
"224971","120534"
"133038","120599"
"133052","120620"
"173841","120705"
"134452","120725"
"133549","120815"
"133200","120825"
"133214","120827"
"175243","120858"
"183225","120858"
"197016","120858"
"158971","121036"
"189402","121036"
"133476","121077"
"133565","121082"
"167208","121082"
"169790","121082"
"225881","121099"
"229908","121099"
"134578","121114"
"135474","121125"
"192207","121136"
"197468","121140"
"148653","121141"
"154725","121141"
"215328","121141"
"218981","121141"
"219053","121141"
"223022","121141"
"223588","121141"
"152426","121169"
"133698","121240"
"176794","121288"
"147189","121305"
"177774","121332"
"133808","121369"
"134178","121455"
"173858","121534"
"134011","121558"
"139907","121724"
"154906","121724"
"134303","121861"
"134316","121880"
"174476","121894"
"170046","121956"
"200174","121993"
"134458","122008"
"152471","122008"
"205830","122008"
"177307","122049"
"194413","122049"
"185810","122088"
"191115","122088"
"192286","122088"
"192334","122088"
"192336","122088"
"192346","122088"
"192851","122088"
"193481","122088"
"221844","122088"
"176836","122243"
"185259","122243"
"136730","122302"
"172683","122309"
"178772","122309"
"134808","122326"
"134813","122327"
"177054","122370"
"134876","122385"
"134918","122445"
"135848","122449"
"134972","122524"
"146251","122556"
"135150","122712"
"146813","122806"
"152159","122806"
"146188","122866"
"176489","122866"
"135465","123003"
"135583","123105"
"135842","123105"
"135884","123105"
"135623","123142"
"172687","123170"
"214933","123200"
"137930","123314"
"182793","123328"
"198907","123328"
"211023","123328"
"170682","123334"
"139711","123349"
"141291","123375"
"137199","123386"
"150051","123386"
"163394","123462"
"135963","123483"
"206704","123703"
"174755","123733"
"179498","123882"
"206649","123902"
"138512","123975"
"151710","123992"
"136558","124094"
"157240","124200"
"157415","124200"
"158866","124200"
"159636","124200"
"161535","124200"
"182667","124200"
"151409","124335"
"167278","124453"
"149634","124512"
"139440","124540"
"151604","124572"
"182942","124572"
"137015","124637"
"194597","124743"
"200382","124840"
"192478","124854"
"137251","124882"
"137310","124959"
"137343","124983"
"141586","125022"
"203916","125167"
"209238","125984"
"138395","126094"
"138507","126194"
"180475","126219"
"181579","126219"
"147402","126227"
"194228","126227"
"138538","126236"
"138546","126241"
"139181","126243"
"140020","126243"
"144392","126446"
"143168","126450"
"138813","126493"
"138817","126502"
"140346","126515"
"138869","126554"
"138910","126603"
"204931","126646"
"138966","126649"
"225526","126886"
"176437","126894"
"139364","127063"
"144199","127161"
"139622","127334"
"143540","127518"
"146517","127587"
"139839","127605"
"139843","127613"
"139854","127627"
"139877","127659"
"139889","127671"
"146964","127671"
"170650","127671"
"175591","127671"
"187574","127671"
"139932","127705"
"140431","127732"
"142214","127732"
"150288","127732"
"169427","127732"
"169435","127732"
"172695","127732"
"194197","127732"
"140023","127746"
"140704","127767"
"140073","127830"
"153015","127830"
"194437","127830"
"178881","127868"
"192291","127868"
"162272","127881"
"182841","128016"
"140246","128023"
"140248","128026"
"140293","128061"
"180976","128203"
"140460","128219"
"227287","128224"
"163254","128225"
"144686","128249"
"174936","128307"
"192722","128399"
"195959","128399"
"140635","128400"
"142718","128429"
"198203","128550"
"200578","128550"
"179171","128590"
"190770","128610"
"141080","128675"
"141004","128791"
"141094","128865"
"167166","128993"
"197038","129001"
"141637","129123"
"160918","129157"
"178626","129232"
"187584","129250"
"141502","129343"
"141553","129388"
"141599","129431"
"142543","129525"
"141749","129576"
"208957","129729"
"141954","129790"
"213018","129883"
"142100","129943"
"144054","130020"
"142260","130077"
"175722","130386"
"199495","130386"
"142581","130463"
"142625","130506"
"175686","130549"
"196703","130549"
"142673","130550"
"142956","130857"
"143039","130959"
"143070","130996"
"213033","131022"
"202891","131034"
"143113","131040"
"143141","131067"
"199037","131089"
"200770","131089"
"143205","131152"
"143292","131269"
"206782","131337"
"190444","131396"
