Id,ParentId,OwnerUserId
"129455","129447","116113"
"170398","170256","116121"
"197747","197693","116121"
"223697","223688","116121"
"196159","195863","116126"
"137335","137251","116230"
"140988","140984","116230"
"142261","142260","116230"
"142567","142566","116230"
"142582","142581","116230"
"143216","143205","116230"
"144038","144034","116230"
"144089","144087","116230"
"144175","144164","116230"
"180079","180076","116259"
"181664","181663","116272"
"138894","138869","116310"
"130306","130269","116319"
"128881","128878","116320"
"142358","44630","116470"
"142360","141846","116470"
"147310","144732","116470"
"188741","188701","116470"
"154580","151710","116645"
"155556","155527","116645"
"129214","129207","116680"
"185089","185085","116783"
"186855","186852","116783"
"186866","186865","116783"
"186867","186859","116783"
"186874","186762","116783"
"201513","201505","116783"
"201522","201521","116783"
"129391","129384","116816"
"149221","149212","116916"
"133046","133038","116929"
"134431","134429","116929"
"172640","172638","116996"
"194204","194197","117048"
"133314","133305","117212"
"142052","142031","117212"
"151635","151604","117212"
"176523","176522","117212"
"177259","177255","117212"
"178567","178565","117212"
"178883","178882","117212"
"179180","179171","117212"
"179370","179363","117212"
"179720","179682","117212"
"180123","180119","117212"
"202660","202656","117212"
"129976","124297","117228"
"196539","196537","117761"
"210198","210194","117761"
"212766","212765","117761"
"133045","133043","117792"
"133053","133052","117792"
"134581","134578","117792"
"134817","134808","117792"
"130694","130693","117827"
"131375","131373","117827"
"134340","134329","117888"
"157800","157797","117888"
"160688","160683","117888"
"163064","163054","117888"
"173065","173025","117888"
"173903","173901","117888"
"175117","170459","117888"
"176199","176195","117888"
"176274","176239","117888"
"184362","183837","117888"
"184453","184436","117888"
"186920","186856","117888"
"187810","187793","117888"
"187836","187822","117888"
"188801","188788","117888"
"189761","189757","117888"
"193572","193564","117888"
"227083","227077","117888"
"167476","167278","118048"
"180117","154906","118127"
"180472","180420","118127"
"180648","180641","118127"
"180930","176548","118127"
"184745","184742","118127"
"185848","185844","118127"
"188217","188215","118127"
"203243","203206","118127"
"130977","130961","118218"
"233368","233294","118310"
"205898","205800","118537"
"131057","215","118571"
"134962","134813","118978"
"193599","192451","118978"
"133062","133052","119008"
"140076","140073","119175"
"155927","155918","119198"
"216815","90287","119282"
"158425","158423","119417"
"134475","133787","119427"
"134884","134876","119427"
"136069","136045","119427"
"182105","182082","119427"
"184661","183056","119427"
"184664","171711","119427"
"185417","184919","119427"
"188052","188033","119427"
"189479","189477","119427"
"132959","129207","120517"
"133068","133052","120536"
"134333","134329","120627"
"199989","199879","120705"
"188048","188001","120997"
"225889","225881","121099"
"197485","197468","121140"
"140997","140984","121141"
"142345","60726","121141"
"162293","162272","121141"
"166277","166271","121141"
"205963","204041","121141"
"215719","215708","121141"
"215785","215780","121141"
"219412","219053","121141"
"223739","223737","121141"
"223747","223713","121141"
"136337","135884","121288"
"176817","176794","121288"
"160628","160605","121491"
"199910","199908","121534"
"134022","134011","121564"
"201390","201368","121824"
"204808","204669","121824"
"140289","140265","121894"
"141083","141080","121894"
"141556","141553","121894"
"143136","143122","121894"
"146821","146818","121894"
"147005","146968","121894"
"148375","148362","121894"
"155510","155476","121894"
"203441","203436","121894"
"203821","203787","121894"
"169436","169435","121963"
"169461","169456","121963"
"169669","169666","121963"
"169903","169902","121963"
"170827","170815","121963"
"170903","170900","121963"
"171899","171898","121963"
"192337","192335","122088"
"134619","134601","122158"
"134616","134601","122159"
"134861","134849","122250"
"134924","134918","122317"
"192084","192080","122317"
"211508","211470","122365"
"147109","147106","122524"
"191357","191355","122665"
"135134","134813","122701"
"155177","155169","122862"
"184106","184039","122862"
"184225","184223","122862"
"184274","184273","122862"
"167519","163363","123148"
"141294","141291","123375"
"135934","135884","123460"
"177283","177279","123462"
"135971","135884","123484"
"136068","136045","123514"
"143572","143571","123514"
"143633","143630","123514"
"144574","144540","123514"
"148655","148653","123514"
"148899","148884","123514"
"165947","165931","123514"
"180024","180022","123514"
"183081","183052","123514"
"212636","212633","123514"
"223517","223516","123514"
"231607","231598","123514"
"182187","175338","123738"
"136245","135884","123786"
"173224","173180","123786"
"176298","176263","123786"
"189610","189602","123786"
"197405","197387","123786"
"197407","197325","123786"
"197449","197432","123786"
"138914","138910","123915"
"145998","145970","123944"
"137058","131380","124030"
"136989","136558","124094"
"218873","218871","124152"
"153768","153766","124218"
"198989","198951","124333"
"141084","141080","124385"
"182839","182793","124453"
"182982","172319","124453"
"196692","196690","124464"
"196775","196664","124464"
"196893","196891","124464"
"167066","141291","124490"
"172321","172319","124572"
"207293","203987","124574"
"137029","136558","124576"
"148844","146188","124610"
"137026","137015","124637"
"185129","184887","124712"
"185171","185170","124712"
"137076","137015","124721"
"137091","137087","124735"
"145315","145142","124818"
"137218","137199","124862"
"175521","175506","125019"
"206449","206364","125019"
"147240","147234","125085"
"185555","185547","125097"
"137468","137451","125102"
"147192","147189","125102"
"147408","147402","125102"
"158445","158439","125102"
"173299","173284","125102"
"173897","173828","125102"
"174301","174245","125102"
"191865","191863","125102"
"192216","192215","125102"
"210259","210243","125102"
"212970","212955","125102"
"213134","213103","125102"
"227113","227093","125102"
"197030","197028","125167"
"201915","201913","125167"
"211716","211715","125167"
"212402","212400","125167"
"212404","212403","125167"
"217885","217884","125167"
"221643","221619","125167"
"221893","221891","125167"
"146189","146188","125176"
"147237","147234","125176"
"147522","147520","125176"
"152540","152537","125176"
"153060","153059","125176"
"169977","169974","125176"
"175976","175971","125176"
"179086","179035","125176"
"194284","190282","125325"
"140651","140635","125423"
"223875","223737","125626"
"225146","225001","125626"
"226608","226600","125626"
"229245","229238","125626"
"230992","230984","125626"
"231247","231219","125626"
"232092","232078","125626"
"202033","201992","125829"
"230670","230657","126064"
"230807","230804","126064"
"232483","232478","126064"
"232713","223713","126064"
"232775","232744","126064"
"233211","233170","126064"
"233212","233141","126064"
"233537","233536","126064"
"233607","233595","126064"
"233732","233701","126064"
"233734","233689","126064"
"233900","233887","126064"
"139851","477","126221"
"160449","159969","126363"
"144479","144392","126446"
"138815","138813","126494"
"138871","138817","126555"
"205295","205271","126869"
"213684","181108","127051"
"215942","215940","127051"
"194083","194076","127064"
"152460","152426","127075"
"160821","160808","127075"
"177196","177147","127075"
"152643","152642","127145"
"196572","196571","127145"
"197085","197082","127145"
"197917","197916","127145"
"201996","201992","127145"
"205060","205059","127145"
"205127","205122","127145"
"205138","205132","127145"
"209535","209174","127145"
"214576","214575","127145"
"215702","215700","127145"
"219344","219341","127145"
"219679","219678","127145"
"221761","221759","127145"
"222385","222381","127145"
"223163","223154","127145"
"223439","223438","127145"
"230130","230129","127145"
"232215","232213","127145"
"151539","65230","127368"
"139720","12446","127455"
"139745","127168","127486"
"143182","143168","127498"
"146653","146517","127587"
"139868","139839","127605"
"139891","139889","127606"
"144747","144732","127606"
"171300","170448","127606"
"174141","174105","127606"
"186841","186773","127606"
"199886","199876","127606"
"221677","221652","127606"
"175592","175493","127671"
"176557","170620","127671"
"140074","140073","127728"
"194201","194197","127732"
"140075","140073","127738"
"213914","213898","127738"
"139977","139970","127748"
"139980","139783","127748"
"151803","151507","127748"
"142175","128212","127804"
"143186","143168","127837"
"143967","143962","127837"
"155100","155098","127837"
"162242","162240","127837"
"209198","209195","127837"
"209593","209579","127837"
"210986","210984","127837"
"142574","142566","127868"
"142644","142625","127868"
"151774","142718","127868"
"151822","151507","127868"
"230475","230456","127868"
"140268","140244","127878"
"140330","140326","127878"
"140308","138910","128075"
"140782","140781","128084"
"140335","140326","128105"
"180933","180928","128203"
"184831","184816","128224"
"140586","140584","128341"
"140656","140635","128341"
"140593","140580","128346"
"140648","140635","128418"
"140719","138055","128515"
"140726","140714","128515"
"224826","224821","128643"
"165938","165931","128755"
"166575","166571","128755"
"174491","174476","128755"
"180111","180109","128755"
"180112","180106","128755"
"186647","186644","128755"
"225497","225495","128755"
"163061","163054","128795"
"163518","163516","128795"
"165937","165931","128795"
"166510","163212","128795"
"141685","141637","128796"
"176419","175903","128805"
"141087","141080","128863"
"141106","141094","128876"
"141531","54573","129364"
"174001","173997","129446"
"141634","83409","129451"
"141751","141749","129577"
"141762","141749","129600"
"141860","141846","129686"
"209016","208957","129729"
"226473","226470","129883"
"230255","230250","129883"
"160901","160899","130010"
"160920","160918","130010"
"142401","142398","130020"
"143045","143039","130081"
"142286","139679","130093"
"169505","169293","130269"
"170906","170900","130269"
"177665","177533","130269"
"178036","177958","130269"
"179078","178876","130269"
"180080","179900","130269"
"186588","186571","130269"
"215050","215034","130269"
"218555","218517","130269"
"218762","218713","130269"
"219767","219714","130269"
"172571","172396","130538"
"207062","207017","130761"
"182294","182293","130840"
"143117","143113","131009"
"154274","154273","131058"
"143148","143141","131074"
"157834","157827","131111"
"162214","162211","131111"
"171505","171499","131111"
"171814","171813","131111"
"173963","173858","131111"
"174675","174672","131111"
"194510","45648","131278"
"206562","206520","131278"
"206612","206606","131278"
"206801","206649","131278"
"158993","158887","131521"
"143548","143540","131562"
"143714","143700","131562"
"163265","163254","131577"
"145371","144246","131660"
"143649","131789","131676"
"169311","169302","132032"
"176507","176501","132032"
"181162","181157","132032"
"144078","144054","132098"
"144153","131380","132242"
"154122","153886","132469"
"157962","157946","132469"
"165043","165027","132469"
"172390","172372","132469"
"174705","174696","132469"
"175430","175422","132469"
"175725","175723","132469"
"195931","195927","132469"
"207079","207074","132469"
"212622","190930","132469"
"144521","144507","132603"
"200691","200668","133034"
"200955","200936","133034"
"145734","145659","133273"
"145204","108179","133285"
"145258","86139","133285"
"145615","138538","133285"
"147558","147536","133285"
"151713","151710","133285"
"152332","152330","133285"
"152333","152065","133285"
"158210","158207","133285"
"158216","158044","133285"
"161113","161112","133285"
"161114","161111","133285"
"161644","161589","133285"
"162982","162979","133285"
"172113","172109","133285"
"172368","171361","133285"
"176247","176239","133285"
"176783","176755","133285"
"196974","191316","133285"
"196977","196976","133285"
"146014","146001","133337"
"161721","161719","133337"
"170464","170454","133337"
"172391","172294","133337"
"172990","172984","133337"
"173902","173901","133337"
"178216","178214","133337"
"178884","178882","133337"
"181596","181594","133337"
"145350","86139","133450"
"145811","145807","133463"
"146395","146386","133463"
"150297","150288","133496"
"150698","150694","133496"
"155914","130075","133496"
"157074","101529","133496"
"188880","188858","133496"
"189938","189936","133496"
"190155","186345","133496"
"219741","219738","133496"
"226873","226827","133610"
"146394","146386","133723"
"146403","140023","133723"
"145686","145659","133774"
"145954","145373","133973"
"182361","182359","133973"
"154638","154633","134003"
"146969","146968","134017"
"180498","180475","134037"
"212669","212668","134037"
"171989","171858","134098"
"148900","148878","134150"
"165335","165321","134150"
"213652","180596","134186"
"146967","146964","134401"
"229334","213332","134410"
"231028","230654","134410"
"210750","210744","134503"
