id,owner_user_id
"1406063","64226"
"1409601","426996"
"1412239","49018"
"1412417","113962"
"1412553","148745"
"1413122","74474"
"1413277","157080"
"1413930","49018"
"1416060","168202"
"1418462","171915"
"1419800","18437"
"1420477",""
"1422891","90328"
"1422977","2554"
"1423003",""
"1424936","169181"
"1426025","128735"
"1427649","86611"
"1428590","173847"
"1429866","129001"
"1430201","166748"
"1431261",""
"1431566","166748"
"1439403","40655"
"1442538","173197"
"1443411","175416"
"1445815","6161"
"1447018","152113"
"1448302","175908"
"1450997",""
"1452527","68119"
"1453649",""
"1455144","1815"
"1457733","133472"
"1459793",""
"1460060","176469"
"1460915","50851"
"1461240","176766"
"1463711","177537"
"1466609","176554"
"1466905","23501"
"1467425","36680"
"1468407","20786"
"1471124","138630"
"1471130",""
"1471142","154306"
"1471408","133830"
"1472892","91670"
"1473052","151552"
"1473609","178659"
"1475438","169210"
"1475970","3834"
"1475991",""
"1479234","97433"
"1481940","177698"
"1482575","104673"
"1485281","130640"
"1485419","11173"
"1486841","180333"
"1488869","135435"
"1489663","120171"
"1494648","156667"
"1495371","1275364"
"1495683","18309"
"1501550","129001"
"1503122","175562"
"1503947","60682"
"1506997","118755"
"1508236",""
"1508314","76465"
"1508431","171073"
"1512999","179914"
"1513096",""
"1514527","180598"
"1515508","169210"
"1520669",""
"1520973","80229"
"1521203","68499"
"1523093","85942"
"1524101","124650"
"1524365","164718"
"1526635","139816"
"1528555","127880"
"1528872","399832"
"1530417","185486"
"1534012","145346"
"1534301","184362"
"1539762","32836"
"1541329","56974"
"1542406","123663"
"1545099","184362"
"1545533","32836"
"1548395","184362"
"1550876","40609"
"1554221","184484"
"1554766","182067"
"1558111","186774"
"1562145","138604"
"1564444","149367"
"1565052","148389"
"1567103","125407"
"1567866","10755"
"1569786","190239"
"1570365","1737290"
"1570458","65387"
"1572047","187606"
"1572751","1071362"
"1574632","179026"
"1574949","115652"
"1579160","576"
"1580720","179736"
"1582511","116522"
"1583490","16254"
"1584420","174719"
"1584482","163394"
"1584597","191969"
"1587695","133203"
"1587815","160808"
"1592817","31092"
"1595266","86259"
"1596454","184362"
"1599415","193649"
"1600102","124192"
"1600473","87172"
"1601848","171021"
"1604283","139117"
"1604684","183132"
"1606181","194441"
"1608127",""
"1608854","6944"
"1610407","164299"
"1610682","80907"
"1611314","27328"
"1611961","147141"
"1615792","27305"
"1617505","79934"
"1617536","6364"
"1619117",""
"1621130","192525"
"1622952","176142"
"1623597","99917"
"1625535","82203"
"1625671","9913"
"1627308","42304"
"1627325","89605"
"1627780","113419"
"1628185","255239"
"1629685","123183"
"1633062","197584"
"1633091","13834"
"1633987","82668"
"1634856","184685"
"1637275","103202"
"1637596","113141"
"1638434","67875"
"1638834","196894"
"1642940","198797"
"1645798","63761"
"1646054","1603984"
"1646570","5548"
"1646822","205707"
"1648320","66475"
"1648424","163998"
"1648425","199472"
"1649977","64334"
"1650941","36680"
"1657484","175762"
"1660845","84539"
"1662075","76777"
"1664255","201117"
"1665637","103504"
"1671189","117658"
"1671469","20426"
"1675160","24773"
"1675904","200816"
"1677465","203054"
"1683843","169157"
"1685363","200862"
"1685497","112"
"1688626","114251"
"1690601","205260"
"1695973","80932"
"1699231","195072"
"1702324","37055"
"1702519","32771"
"1704107","176741"
"1704333","102067"
"1706422","127602"
"1706955","149578"
"1707460","167519"
"1707913","61965"
"1709981","84539"
"1710691","124069"
"1712263","94169"
"1716979","80151"
"1717774","1284823"
"1719020","67211"
"1719267","30176"
"1719870","209272"
"1722160","175051"
"1723721","6068"
"1727329","9021"
"1728548","2714770"
"1728567","210355"
"1730486","71806"
"1732724","191500"
"1733509","190298"
"1734145","58394"
"1735572","208773"
"1736161","112744"
"1740577","108574"
"1742214","170150"
"1743337","6651"
"1744168","42754"
"1744988","147141"
"1746740","124061"
"1748398","148968"
"1750209","213057"
"1751322","209602"
"1751364","38695"
"1761125","43996"
"1762870","109318"
"1763334","168502"
"1765295","2759376"
"1766351","2286465"
"1767114","44743"
"1774202","166227"
"1774876","104668"
"1778778",""
"1779779",""
"1779823","216598"
"1781307","163394"
"1782861","41360"
"1783137","217019"
"1784578","112451"
"1787892","217549"
"1788075","139459"
"1792304","175027"
"1793026","218141"
"1795099","139459"
"1795690","218431"
"1798633","180560"
"1799670","81520"
"1799896","41360"
"1802500","207717"
"1805838","219705"
"1807046","77413"
"1807345","179364"
"1807627","133551"
"1807974","111600"
"1808956","195198"
"1812891","164283"
"1818726","75126"
"1823536","99971"
"1826902","124161"
"1828447","187227"
"1829046","21499"
"1830050","85821"
"1837750","7617"
"1840343","77292"
"1842391","105976"
"1843640","224349"
"1843747","18103"
"1845305","283055"
"1845737","155684"
"1848532","8376"
"1850297","42223"
"1851293","2635"
"1854806","167958"
"1855661","109163"
"1860752","148634"
"1865958","126893"
"1871485","198729"
"1872595","2362"
"1877900","52529"
"1880929","192055"
"1882258","427855"
"1885587","229325"
"1885840","228898"
"1888503","7595"
"1889609","212851"
"1889643","229818"
"1891392","150571"
"1891448","230018"
"1892619","118566"
"1893296",""
"1896553","216135"
"1899091","120800"
"1901322","173747"
"1903181",""
"1903326","103548"
"1903623","225732"
"1906027","141235"
"1906927","218431"
"1908909","200894"
"1910503","148819"
"1911382","5261"
"1912047","223465"
"1912177","195699"
"1913742","139459"
"1916993","205608"
"1917391","21709"
"1918113","192741"
"1920657","335460"
"1932493","232179"
"1935642","235174"
"1936146","186153"
"1943278","23616"
"1945377","236727"
"1945613","236771"
"1945741","209828"
"1947021","196963"
"1949237","177324"
"1951099","178369"
"1951275","114064"
"1951391","59301"
"1954969","179353"
"1955343","4322"
"1955347","171461"
"1958216","142161"
"1960179","216594"
"1960414","137954"
"1963519","238861"
"1964201","227974"
"1965193","149479"
"1967622","225568"
"1971758","64758"
"1973897","237594"
"1975613","143030"
"1981723","114804"
"1983565","188930"
"1984426","240613"
"1984703","217603"
"1985812","50924"
"1986708","102533"
"1990585","46926"
"1990911","242216"
"1991764","80901"
"1995051",""
"1996122","242812"
"1996344","242812"
"1996548","156458"
"1996608","209828"
"1997869","173626"
"2005243","229849"
"2006394","225537"
"2006737","131268"
"2008173","74359"
"2009910","143030"
"2010436","36680"
"2011914","242141"
"2013496","212290"
"2018151","113419"
"2021051","204131"
"2022289","102533"
"2023395","114662"
"2023854","72150"
"2029307","93422"
"2029595","7595"
"2031527","102533"
"2033028","194328"
"2035075","243"
"2036182","993179"
"2045188","248417"
"2045314","126196"
"2045445","248382"
"2046270","248547"
"2046735","138347"
"2046786","190388"
"2047992","64226"
"2051632","14343"
"2056445","113149"
"2058370","138347"
"2060750","250289"
"2060923","102533"
"2062908","157704"
"2067417","151488"
"2068595","32892"
"2074149","72401"
"2075165","251901"
"2075636",""
"2076653","242888"
"2077016","74089"
"2077320","248889"
"2078776","109825"
"2079009","59314"
"2080976","252588"
"2081281","198729"
"2081940","124802"
"2087182","194328"
"2088080","253399"
"2088216","253429"
"2088795","166159"
"2090080","235002"
"2090401","240655"
"2090910","143030"
"2092143","221794"
"2092590","39709"
"2093489","174614"
"2093537","1446750"
"2096120","148366"
"2097475","175029"
"2100208",""
"2102209","198729"
"2102836","119750"
"2103001","102533"
"2104520","452047"
"2106517","207593"
"2107076","225087"
"2107162","148478"
"2109668","251589"
"2113262","335036"
"2113984","241654"
"2117447","86611"
"2117456","66018"
"2118011","256813"
"2118902","202895"
"2121535","66202"
"2123586","30957"
"2126235","205458"
"2127009","91612"
"2127028","257800"
"2128292","112842"
"2130517","258047"
"2130562","228898"
"2133331","183361"
"2134128",""
"2135066","16883"
"2135249","1212"
"2137086","258600"
"2137505","258997"
"2140244","237681"
"2143873","184057"
"2144778","328915"
"2144953","108933"
"2145177","249443"
"2146863","209828"
"2147602","215929"
"2147846","377435"
"2147958","255477"
"2148716","209102"
"2148799","243494"
"2150912","226235"
"2153776","67047"
"2154712","177758"
"2155180","87833"
"2155509","9908"
"2155573","237343"
"2157272","183528"
"2157877","225239"
"2158257","105033"
"2158587","236497"
"2159724","261527"
"2159816","261527"
"2159849","13895"
"2160334","261607"
"2160731","261660"
"2161246","261660"
"2163922","113845"
"2164425","12930"
"2165525","18192"
"2166340","255217"
"2166650","160507"
"2166798","238030"
"2168089","249001"
"2168314","250880"
"2168499","242165"
"2168555","78374"
"2172174","64334"
"2172863","2352432"
"2173663","242751"
"2175636","231456"
"2177826","200145"
"2181819","21981"
"2183890","105350"
"2185195","174034"
"2187980",""
"2191872","265069"
"2193936","124061"
"2194848","4782"
"2197768","265735"
"2199997","242645"
"2200256","165750"
"2202631","242645"
"2203252","263744"
"2204033","77779"
"2206586","121793"
"2206607","123663"
"2206930","255596"
"2209005","267275"
"2209894","187606"
"2210011","155371"
"2210591","267417"
"2214244","89334"
"2214799","45261"
"2215287","180295"
"2219453",""
"2220664","2285"
"2221787","103081"
"2222673","191942"
"2223126","244137"
"2224165","145190"
"2225047","110397"
"2227198","269268"
"2227762","185593"
"2229324","185593"
"2230072","89180"
"2233015","268438"
"2235287","270092"
"2238937","205992"
"2242210",""
"2243127",""
"2243913",""
"2245788","271011"
"2246649","209320"
"2246751","153535"
"2249528",""
"2249571","141635"
"2249778","5246"
"2250263","1585"
"2255058","245004"
"2257342","272369"
"2258781","17675"
"2259319","400861"
"2260041","240655"
"2262827","157837"
"2264288","273260"
"2264304","231721"
"2266926","17542"
"2268692","268733"
"2270288","212423"
"2270648","197125"
"2271394","216636"
"2273934","255049"
"2276248","120824"
"2280345","267269"
"2281566","6932"
"2281757","275350"
"2283920","195931"
"2284653","233254"
"2285537","111665"
"2288074","21709"
"2291817","128463"
"2292846","115681"
"2295296","1304"
"2298018","90395"
"2298439","162192"
"2298924","2759376"
"2300765","120939"
"2300807","179518"
"2301000","312497"
"2301848","218828"
"2305435","9673"
"2307545","217649"
"2307866","455178"
"2307946","278351"
"2309556","249593"
"2311429","64226"
"2312051","150225"
"2313150","16241"
"2318291","64226"
"2318861","178437"
"2318919","55281"
"2319313","64226"
"2321509","234240"
"2321574","262939"
"2322261","74556"
"2322724","279943"
"2324721","204723"
"2325152","276859"
"2327413","147493"
"2328789","16487"
"2329499","152006"
"2330295","220666"
"2330379","257116"
"2330563","145190"
"2331028","73948"
"2332768","175562"
"2333586","64226"
"2333909","187907"
"2334511","173674"
"2334673","27090"
"2334863","2352432"
"2335705","123663"
"2336008","11683"
"2336423","217649"
"2336678","232542"
"2338720","281715"
"2339106","268254"
"2340071","132061"
"2340259","187907"
"2344964","105645"
"2345773","251012"
"2346451","262296"
"2346806","277734"
"2347134","276809"
"2347230","187543"
"2347338","257022"
"2347964",""
"2349388","277076"
"2351315","257796"
"2351767","131050"
"2353666","164468"
"2358047","263851"
"2358244","282295"
"2359931","249417"
"2362137","126379"
"2367530","243560"
"2368695","126749"
"2369715","121470"
"2369886","281041"
"2370163","282690"
"2370301","80894"
"2371445",""
"2372316","284413"
"2373904","285605"
"2374687","256895"
"2374697","82203"
"2375798","257611"
"2375903","1867"
"2379919","229849"
"2380054","164901"
"2380533","207069"
"2382358","152006"
"2383989","9922"
"2384643","286826"
"2385697","192936"
"2385964","186914"
"2386354","20316"
"2389097","282295"
"2390256","187697"
"2390774","257796"
"2392100","238134"
"2392119","213933"
"2392135","99694"
"2392157","1737290"
"2394595","250827"
"2395000","1569900"
"2395671","119198"
"2396155","242897"
"2397952","211075"
"2398302","188533"
"2399886","151937"
"2400256","113644"
"2400469","243213"
"2401706","278851"
"2402845","229311"
"2402970","274915"
"2405098","286618"
"2407558","66191"
"2407616","274359"
"2409719","198490"
"2411516","28098"
"2412276","251115"
"2412532","4376"
"2412667","290009"
"2413276","290062"
"2413858","269595"
"2414905","290256"
"2415008","110844"
"2415585","37843"
"2416227","1755"
"2418272","12597"
"2418609","103219"
"2419754","73681"
"2420622","108493"
"2424356","64226"
"2428952","211359"
"2429855","128463"
"2431985","108493"
"2433602","255109"
"2435379","289494"
"2436961","292762"
"2439027","293028"
"2440891","228478"
"2441045","208017"
"2441856","283222"
"2442785","20392"
"2443166","140765"
"2443542","216459"
"2444365","196420"
"2445665","92462"
"2445722","140803"
"2452536","57428"
"2453341","264990"
"2453499","40342"
"2456123","294924"
"2459712","120410"
"2464789","295346"
"2466987","161735"
"2467712","161628"
"2468448",""
"2470328","215230"
"2471656",""
"2471834","165154"
"2473972","296981"
"2475746","297159"
"2475784","84478"
"2476150","293808"
"2477315","303513"
"2479639","33797"
"2479772","297328"
"2482598","33052"
"2483294","30674"
"2485247","254425"
"2485445","187697"
"2486406","200399"
"2490810","298856"
"2498060","299666"
"2498599","159270"
"2499295","299666"
"2499401","299831"
"2501155","213758"
"2503985","243494"
"2505069","122536"
"2505496","298870"
"2505845","237743"
"2506263","242645"
"2506408","143409"
"2512492","209512"
"2516250",""
"2518304","268224"
"2519420","302095"
"2520050","144670"
"2520178","299251"
"2520560","302210"
"2521527","204564"
"2525432","107129"
"2525625","1343"
"2525656","257796"
"2526037","356"
"2526522","207633"
"2527600","298932"
"2528864","303115"
"2531116","126294"
"2531366","205727"
"2532148","298139"
"2532899","303574"
"2533017","55373"
"2533049","303576"
"2533261","179364"
"2533872","300371"
"2536401","293221"
"2538418","259562"
"2540165","150225"
"2540441","197606"
"2541230","181284"
"2545634","304807"
"2546753","305286"
"2547175","226651"
"2547206","301121"
"2548475","17312"
"2550589","193619"
"2551771","207047"
"2555255","304554"
"2555815","306311"
"2556181","48082"
"2556357","241654"
"2556930","56135"
"2557028","219760"
"2558613","306479"
"2559038","72437"
"2559337","3397"
"2560070","306814"
"2561031","306972"
"2561517","301121"
"2561564","298294"
"2561848","151438"
"2563676","189673"
"2564334","241654"
"2565396","58805"
"2565717","26349"
"2567893","8661"
"2568232","226582"
"2573541","308567"
"2573699","258355"
"2577789","304523"
"2578397","244932"
"2578645","309220"
"2579568","72437"
"2579882","207633"
"2580491","199200"
"2581488","296308"
"2584885","283405"
"2585306","234780"
"2586426","267269"
"2587115","124563"
"2587212","310283"
"2589820","279172"
"2589989","310950"
"2591406","73248"
"2593178","104452"
"2594960","72437"
"2595992","187697"
"2596005","46994"
"2597615","6651"
"2597789","282936"
"2601464","292246"
"2602305","285566"
"2602656","190159"
"2602732","312216"
"2602840","209102"
"2602989","39677"
"2608372","300421"
"2608442","46810"
"2608743","231435"
"2609834","242940"
"2611633","164216"
"2621504","149578"
"2621703","103385"
"2621706","74984"
"2625834","311147"
"2626467","300371"
"2626686","206463"
"2627135","308581"
"2631918","314864"
"2633661","203914"
"2633768","295019"
"2634523","308315"
"2635421","201387"
"2636322","316050"
"2639053","2170335"
"2639215","201469"
"2639490","316756"
"2639640","59087"
"2641262","282315"
"2641285","282315"
"2641832","317047"
"2641997","243104"
"2642043","317077"
"2645464","309899"
"2645663","225537"
"2646541","315378"
"2648524","255477"
"2648984","175086"
"2649089","196561"
"2649094","277678"
"2650632","71724"
"2651653","59301"
"2652138","159793"
"2654712","225899"
"2655809","266281"
"2656007","318815"
"2657082","60628"
"2658163","247430"
"2658922","159793"
"2660576","309182"
"2660798","175836"
"2661396","243453"
"2662501","105167"
"2663379","319811"
"2666923","320262"
"2667107","290790"
"2670346",""
"2673476","321059"
"2673847","189206"
"2674701","313353"
"2674939","282270"
"2675105","169992"
"2676747",""
"2677578","205814"
"2679900","225269"
"2681201",""
"2683626","174375"
"2684147","322123"
"2684701","198927"
"2685413","297353"
"2685848","313643"
"2685977","47550"
"2686877","229343"
"2690544","98361"
"2695153","267609"
"2695587","206394"
"2696482","310678"
"2697557","17194"
"2697772","208644"
"2698079","229558"
"2699099",""
"2702188","123412"
"2704221","324894"
"2705854","324894"
"2706506","134485"
"2709568","170365"
"2710942","20262"
"2715143","183528"
"2715421","82668"
"2716331","96603"
"2727387","193605"
"2730853","254797"
"2736505","11809"
"2736510","131637"
"2737823","281608"
"2738120","233057"
"2738885","319591"
"2739306","48957"
"2739464","69514"
"2742381","384386"
"2743107","454464"
"2743944","329683"
"2745058","329808"
"2745748","172617"
"2747793","58456"
"2748685","247066"
"2751384","311332"
"2758542","17675"
"2760701","141172"
"2760959","225509"
"2761433","331822"
"2762911","175296"
"2764381","188930"
"2764653","28581"
"2767750","438"
"2768692","300371"
"2769992","33264"
"2771487","285587"
"2772014","323407"
"2775512","247519"
"2776546","327658"
"2777021","6260"
"2777278","199261"
"2778840","86263"
"2778889","165520"
"2779053","264975"
"2779926","53481"
"2780247","298624"
"2781485","332078"
"2781574","320573"
"2784409",""
"2786628","1574"
"2787035","76465"
"2790815","334952"
"2790897",""
"2792084","199261"
"2792756","300371"
"2794016","255971"
