id,view_count
"14516","3830"
"14534","531"
"14569","2216"
"14635","354"
"14709","1735"
"14713","1661"
"14714","214"
"14717","1208"
"14727","564"
"14738","1325"
"14739","2048"
"14757","21370"
"14763","1476"
"14820","3240"
"14843","5244"
"14864","8098"
"14881","18799"
"14890","1389"
"14894","188"
"14898","3427"
"14906","6524"
"14940","3358"
"14982","804"
"15014","450"
"15059","6303"
"15066","1064"
"15075","15240"
"15102","582"
"15108","719"
"15116","3029"
"15202","539"
"15207","472"
"15214","64832"
"15235","3016"
"15260","226"
"15262","2177"
"15272","7847"
"15315","4568"
"15335","1545"
"15349","287"
"15368","3158"
"15394","1133"
"15436","283"
"15446","10228"
"15471","1079"
"15475","472"
"15484","176"
"15491","2858"
"15502","740"
"15595","1260"
"15599","8361"
"15617","3263"
"15621","24829"
"15641","1270"
"15694","7281"
"15722","3341"
"15726","549"
"15741","3415"
"15743","270"
"15744","305"
"15765","5370"
"15813","191"
"15830","185"
"15881","1442"
"15903","1811"
"15934","9910"
"15939","1684"
"15943","1233"
"15958","8814"
"15961","118"
"15968","177"
"16133","137"
"16158","976"
"16164","4511"
"16165","2279"
"16169","1170"
"16183","268"
"16187","3481"
"16204","8545"
"16227","36"
"16236","1265"
"16247","19558"
"16258","72"
"16287","501"
"16291","850"
"16353","1501"
"16361","28861"
"16380","120"
"16411","243"
"16422","316"
"16426","291"
"16486","1451"
"16496","845"
"16500","496"
"16535","304"
"16546","6639"
"16560","379"
"16564","6258"
"16588","710"
"16607","444"
"16624","4750"
"16651","705"
"16676","3508"
"16685","17119"
"16692","207"
"16731","1160"
"16733","191"
"16747","2077"
"16796","802"
"16806","587"
"16903","1307"
"16958","931"
"16980","118"
"17066","1214"
"17067","1323"
"17075","2949"
"17095","1762"
"17172","387"
"17179","3736"
"17187","3829"
"17234","771"
"17316","258"
"17393","950"
"17399","1522"
"17407","67610"
"17412","3485"
"17430","2797"
"17448","1732"
"17491","888"
"17510","279"
"17516","3807"
"17524","1007"
"17551","779"
"17562","4171"
"17565","1066"
"17593","247"
"17598","587"
"17632","4601"
"17635","873"
"17698","9186"
"17720","1346"
"17721","523"
"17755","911"
"17847","5978"
"17852","1833"
"17862","236"
"17899","242"
"17930","217"
"17932","1484"
"17965","579"
"17998","471"
"18007","1508"
"18011","323"
"18018","1127"
"18022","439"
"18035","545"
"18043","3211"
"18061","2338"
"18077","38696"
"18086","15164"
"18087","18119"
"18124","3589"
"18133","945"
"18154","111"
"18162","401"
"18167","1758"
"18168","742"
"18185","337"
"18195","71"
"18207","3094"
"18217","959"
"18275","10831"
"18310","637"
"18327","6647"
"18330","283"
"18347","2049"
"18398","1134"
"18494","515"
"18505","8591"
"18533","805"
"18563","3042"
"18608","1456"
"18663","1973"
"18680","13059"
"18694","4237"
"18720","22160"
"18739","1814"
"18819","3750"
"18936","6715"
"18978","1410"
"19007","10343"
"19033","14533"
"19128","17755"
"19147","1087"
"19152","7995"
"19176","911"
"19193","636"
"19214","393"
"19276","12014"
"19290","985"
"19302","1103"
"19309","359"
"19319","19521"
"19373","17845"
"19387","104"
"19419","20894"
"19436","1854"
"19448","252"
"19457","58557"
"19469","913"
"19471","1163"
"19524","24517"
"19526","380"
"19565","3062"
"19567","286"
"19631","2846"
"19644","583"
"19694","4735"
"19698","7081"
"19714","3114"
"19718","3069"
"19749","392"
"19751","4574"
"19756","118"
"19778","946"
"19790","1435"
"19864","1667"
"19868","1643"
"19872","701"
"19911","70658"
"19949","4986"
"19980","1805"
"19988","17537"
"20004","11301"
"20015","3135"
"20022","7859"
"20045","5152"
"20095","2153"
"20105","37918"
"20108","8221"
"20135","16724"
"20140","14348"
"20147","7356"
"20163","682"
"20166","1987"
"20168","641"
"20187","28285"
"20201","145"
"20209","613"
"20216","35605"
"20224","2900"
"20242","3163"
"20261","1149"
"20371","2567"
"20395","306"
"20402","11555"
"20404","1089"
"20406","12614"
"20413","11994"
"20422","18434"
"20438","3398"
"20481","261"
"20497","94569"
"20521","803"
"20525","724"
"20530","3597"
"20558","5863"
"20645","5026"
"20659","195"
"20661","3014"
"20684","357"
"20693","501"
"20696","349"
"20703","19360"
"20707","1840"
"20744","87"
"20766","206"
"20787","856"
"20806","3907"
"20828","212"
"20839","5254"
"20845","812"
"20859","303"
"20871","17447"
"20872","831"
"20874","2353"
"20903","518"
"20904","9937"
"20948","7810"
"20951","1864"
"20995","773"
"21003","19103"
"21005","1740"
"21067","259"
"21073","1308"
"21114","1628"
"21137","6138"
"21177","1788"
"21205","2428"
"21225","1373"
"21237","520"
"21247","3539"
"21269","2276"
"21297","49719"
"21301","8843"
"21305","8060"
"21313","930"
"21375","674"
"21383","1223"
"21413","122246"
"21420","7865"
"21523","3889"
"21534","518"
"22651","351"
"22671","3736"
"22703","4787"
"22752","3460"
"22768","257"
"22783","7093"
"22795","11163"
"22806","2376"
"22809","9502"
"22865","592"
"22903","83218"
"22906","12730"
"22925","5466"
"22937","4694"
"22953","808"
"22972","3037"
"22985","324"
"22989","21282"
"23007","3559"
"23032","1075"
"23039","3814"
"23086","2274"
"23097","1585"
"23101","2410"
"23133","2627"
"23178","98"
"23191","301"
"23235","695"
"23294","560"
"23302","1361"
"23315","2935"
"23322","11755"
"23329","2648"
"23334","7074"
"23371","85185"
"23382","423"
"23433","2637"
"23438","18071"
"23452","38095"
"23454","1806"
"23459","13717"
"23474","218"
"23507","681"
"23519","1643"
"23521","547"
"23592","1291"
"23598","2279"
"23612","10548"
"23627","21842"
"23632","328"
"23664","3560"
"23673","1294"
"23683","1128"
"23734","27388"
"23778","22492"
"23794","1342"
"23801","1297"
"23809","163"
"23843","280"
"23850","1782"
"23862","816"
"23914","297"
"24023","460"
"24044","12043"
"24055","867"
"24084","2113"
"24112","730"
"24130","2737"
"24139","5149"
"24164","1595"
"24166","1043"
"24178","3288"
"24227","209"
"24277","4987"
"24338","1460"
"24384","4369"
"24436","2541"
"24444","23937"
"24518","354"
"24538","423"
"24543","345"
"24567","900"
"24613","778"
"24647","299"
"24657","198"
"24662","398"
"24675","297"
"24729","1378"
"24773","1397"
"24803","2822"
"24832","491"
"24863","1808"
"24908","10247"
"24923","183"
"24947","1700"
"24990","328"
"25001","516"
"25036","6136"
"25080","548"
"25088","1284"
"25100","447"
"25132","2106"
"25162","419"
"25219","1746"
"25260","819"
"25282","14820"
"25319","935"
"25444","1949"
"25472","1116"
"25473","2337"
"25475","338"
"25490","834"
"25491","145"
"25494","2854"
"25520","491"
"25530","998"
"25578","733"
"25635","1848"
"25647","340"
"25661","143"
"25689","853"
"25769","3242"
"25855","1407"
"25874","454"
"25884","2497"
"25894","660"
"25897","1769"
"25900","28252"
"25915","5068"
"25939","1167"
"25941","1401"
"25958","5492"
"25979","219"
"26027","1281"
"26047","6653"
"26062","229"
"26092","171"
"26142","8020"
"26197","985"
"26223","288"
"26226","1056"
"26242","2203"
"26272","936"
"26278","2318"
"26307","2590"
"26319","793"
"26347","3493"
"26390","2770"
"26400","211"
"26446","859"
"26459","3491"
"26469","4710"
"26486","2044"
"26531","2237"
"26560","772"
"26561","2696"
"26598","2647"
"26615","2595"
"26660","4341"
"26685","1855"
"26696","17085"
"27769","6112"
"27770","2608"
"27782","443"
"27805","24079"
"27829","12713"
"27831","796"
"27849","923"
"27862","3061"
"27885","489"
"27897","43698"
"27904","5423"
"27913","8837"
"27933","667"
"27934","9472"
"27939","7173"
"27958","2519"
"27964","695"
"27988","1830"
"29014","7478"
"29082","2907"
"29170","7866"
"29220","41692"
"29226","481"
"29251","300"
"29292","579"
"29296","1890"
"29324","683"
"29355","2789"
"29387","151"
"29388","818"
"29407","6532"
"29429","1944"
"29460","24302"
"29499","1838"
"29515","24171"
"29557","113"
"29622","2641"
"29635","3040"
"29735","2638"
"29748","443"
"29824","2985"
"29902","1446"
"29930","1950"
"29936","176"
"29937","361"
"29974","1256"
"29982","63837"
"29992","2171"
"30002","181"
"30046","7615"
"30096","6406"
"30133","1656"
"30135","5170"
"30203","5436"
"30289","1490"
"30320","5526"
"30323","23821"
"30329","157"
"30330","2657"
"30336","626"
"30362","20099"
"30365","4140"
"30431","3065"
"30471","1348"
"30499","634"
"30508","337"
"30519","2889"
"30527","471"
"30575","8325"
"30694","4615"
"30697","5611"
"30701","355"
"30743","2149"
"30782","2928"
"30818","1491"
"30833","707"
"30893","373"
"30898","724"
"30919","1620"
"30940","14612"
"30949","517"
"30998","1313"
"31001","2567"
"31027","1441"
"31043","240"
"31065","1644"
"31100","514"
"31122","2798"
"31162","339"
"31183","3633"
"31204","6057"
"31247","2071"
"31248","2511"
"31289","1516"
"31315","1923"
"31337","1555"
"31368","1181"
"31370","4605"
"31388","1204"
"31404","702"
"31460","1484"
"31511","1747"
"31549","2198"
"31560","14149"
"31573","793"
"31576","4705"
"31606","18994"
"31636","2103"
"31637","3193"
"31653","3276"
"31683","690"
"31696","914"
"31705","3728"
"31813","1925"
"31826","5229"
"31843","1159"
"31872","240"
"31933","1765"
"31975","4747"
"32012","1260"
"32036","16277"
"32047","676"
"32063","278"
"32105","162"
"32123","2541"
"32143","2772"
"32171","916"
"32185","275"
"32236","10559"
"32268","4785"
"32285","7735"
"32288","8105"
"32334","10438"
"32345","4023"
"32347","15009"
"32353","316"
"32372","2497"
"32451","2347"
"32510","2306"
"32521","247"
"32526","1127"
"32529","710"
"32532","312"
"32568","649"
"32574","6933"
"32595","198"
"32616","17018"
"32640","195"
"32641","137"
"32645","41548"
"32672","1814"
"32677","1333"
"32719","1410"
"32730","583"
"32761","10886"
"32805","1379"
"32837","281"
"32902","2486"
"32953","1775"
"32964","1327"
"32987","2008"
"33006","3467"
"33020","484"
"33050","5863"
"33064","9225"
"33104","5024"
"33114","183"
"33142","3635"
"33148","4777"
"33161","2493"
"33189","286"
"33212","492"
"33257","23985"
"33273","1379"
"33293","3219"
"33294","217"
"33308","4648"
"33314","1696"
"33343","2164"
"33352","536"
"33410","25336"
"33428","13566"
"33456","971"
"33459","3150"
"33460","1540"
"33491","5711"
"33507","3583"
"33559","136"
"33565","10152"
"33585","23510"
"33603","1839"
"33604","4238"
"33627","3987"
"33637","580"
"33641","181"
"33648","539"
"33663","843"
"33698","3025"
"33722","799"
"33811","42417"
"33822","142"
"33830","1782"
"33834","2554"
"33844","649"
"33871","2536"
"33900","66839"
"33909","6216"
"33950","840"
"33990","691"
"34003","3410"
"34022","1526"
"34039","3229"
"34042","3324"
"34130","3032"
"34142","5378"
"34159","719"
"34205","388"
"34207","197"
"34241","243"
"34255","161"
"34271","25809"
"34282","186"
"34298","48636"
"34326","2612"
"34337","526"
"34339","927"
"34343","2733"
"34350","234"
"34368","364"
"34397","3216"
"34419","37183"
"34440","4468"
"34519","425"
"34542","1176"
"34577","1028"
"34599","2012"
"34661","1467"
"34674","1732"
"34687","2616"
"34698","1572"
"34707","4042"
"34718","960"
"34782","8341"
"34810","284"
"34871","981"
"34904","1642"
"34913","7311"
"34952","842"
"34955","6518"
"34961","2113"
"34962","605"
"34965","283"
"34988","166"
"34992","1831"
"35015","9068"
"35053","6516"
"35089","374"
"35144","851"
"35222","1103"
"35239","186"
"35254","2036"
"35261","217"
"35264","4557"
"35307","6456"
"35387","10176"
"35441","2063"
"35450","3225"
"35492","101118"
"35495","9566"
"35542","780"
"35556","1612"
"35571","10251"
"35572","646"
"35611","1473"
"35635","15403"
"35704","1997"
"35720","1936"
"35735","1183"
"35741","3509"
"35756","645"
"35776","2821"
"35791","2619"
"35831","1678"
"35880","8928"
"35891","1457"
"35924","802"
"35977","12599"
"35998","2343"
"36001","3497"
"36047","502"
"36073","177"
"36117","11153"
"36128","12785"
"36143","257"
"36156","247"
"36158","1516"
"36172","15139"
"36263","27682"
"36267","1418"
"36272","12492"
"36313","1113"
"36331","6693"
"36355","427"
"36363","10324"
"36406","1900"
"36418","1203"
"36427","4248"
"36458","5874"
"36462","3122"
"36468","23549"
"36517","873"
"36580","1643"
"36598","812"
"36609","3042"
"36618","2034"
"36629","17402"
"36671","23723"
"36726","238"
"36735","333"
"36754","10354"
"36774","353"
"36804","184"
"36807","598"
"36831","875"
"36873","41274"
"36909","1011"
"36948","192"
"36986","15532"
"37036","3999"
"37049","244"
"37121","2418"
"37147","1094"
"37165","374"
"37169","220"
"37175","1957"
"37183","760"
"37196","3998"
"37208","1341"
"37243","1772"
"37246","185"
"37270","638"
"37327","1179"
"37338","2531"
"37380","787"
"37383","31939"
"37388","52588"
"37417","2348"
"37457","230"
"37472","1104"
"37481","24436"
"37505","191"
"37519","11202"
"37559","1195"
"37568","914"
"37577","2563"
"37588","14525"
"37639","136"
"37676","1081"
"37724","632"
"37734","5031"
"37820","119"
"37855","2063"
"37861","324"
"37864","251"
"37871","2157"
"37875","503"
"37893","5703"
"37934","239"
"37949","831"
"37989","547"
"38001","10771"
"38037","2082"
"38051","1809"
"38062","1431"
"38071","2585"
"38074","4901"
"38112","322"
"38119","2737"
"38134","6992"
"38147","93"
"38149","7765"
"38150","1937"
"38156","7238"
"38241","20173"
"38245","90"
"38247","1225"
"38250","1186"
"38321","1602"
"38331","435"
"38501","1689"
"38502","1491"
"38504","294"
"38546","2021"
"38567","222"
"38629","3768"
"38644","4069"
"38655","6873"
"38660","130"
"38708","427"
"38715","929"
"38890","6961"
"38899","5323"
"38925","1503"
"38942","8660"
"38960","1452"
"38972","166"
"38990","248"
"39014","935"
"39051","2609"
"39055","838"
"39077","12404"
"39087","150"
"39097","4795"
"39101","8731"
"39122","4693"
"39165","871"
"39205","11606"
"39271","472"
"39285","1763"
"39297","608"
"39440","19379"
"39520","1843"
"39524","5256"
"39530","2748"
"39540","1664"
"39547","1017"
"39555","233"
"39585","233"
"39662","939"
"39692","7031"
"39696","4907"
"39711","2691"
"39729","1570"
"39762","2218"
"39775","2448"
"39801","6333"
"39833","31061"
"39857","4340"
"39882","2212"
"39892","167"
"39893","1756"
"39913","2803"
"39925","13882"
"39930","11703"
"39933","4214"
"39990","8701"
"40023","1053"
"40085","670"
"40127","1892"
"40154","714"
"40182","139"
"40185","1314"
"40227","5127"
"40255","1640"
"40274","1288"
"40289","678"
"40291","74495"
"40298","9802"
"40336","1941"
"40392","162"
"40395","1795"
"40396","2696"
"40416","235"
"40482","538"
"40534","9116"
"40562","1030"
"40594","181"
"40616","1518"
"40655","8688"
"40720","2050"
"40808","176"
"40849","1042"
"40861","1755"
"40869","1115"
"40992","82"
"40995","1102"
"41010","2484"
"41058","1095"
"41122","9417"
"41139","6161"
"41160","11703"
"41230","16874"
"41239","2202"
"41333","942"
"41343","113"
"41350","962"
"41364","3191"
"41393","132"
"41459","230"
"41478","234"
"41502","1668"
"41539","5237"
"41605","2727"
"41685","391"
"41688","443"
"41708","370"
"41716","786"
"41783","774"
"41810","472"
"41905","143"
"41913","6030"
"41918","1560"
"41943","248"
"41966","6239"
"41988","132317"
"42014","356"
"42020","2562"
"42035","4773"
"42071","284"
"42091","2889"
"42092","5328"
"42093","5713"
"42101","1379"
"42103","2101"
"42168","2574"
"42171","445"
"42191","76"
"42209","656"
"42229","559"
"42278","199"
"42289","9565"
"42314","2029"
"42334","5638"
"42369","16152"
"42383","17359"
"42397","1640"
"42406","5289"
"42417","267"
"42455","1215"
"42462","8174"
"42466","33974"
"42469","1786"
"42476","14256"
"42500","4010"
"42509","227"
"42601","527"
"42618","25255"
"42621","8121"
"42626","3059"
"42629","167"
"42663","12045"
"42782","334"
"42801","290"
"42802","767"
"42897","1069"
"42912","318"
"43008","184"
"43063","540"
"43083","4594"
"43255","348"
"43284","1569"
"43287","8957"
"43294","16788"
"43370","284008"
"43373","26090"
"43411","203"
"43450","244"
"43454","185"
"43503","15698"
"43522","351"
"43529","16028"
"43537","969"
"43539","744"
"43546","949"
"43574","29331"
"43615","3068"
"43649","325"
"43658","150"
"43669","2850"
"43692","3880"
"43707","314"
"43737","317"
"43740","4258"
"43750","382"
"43780","8721"
"43791","459"
"43794","825"
"43807","1907"
"43837","446"
"43856","2378"
"43921","5016"
"43926","43317"
"44018","822"
"44033","330"
"44043","218"
"44131","5389"
"44149","605"
"44151","22687"
"44181","6442"
"44186","4820"
"44190","1413"
"44210","20154"
"44214","33063"
"44247","721"
"44275","3470"
"44315","205"
"44335","2447"
"44337","622"
"44345","8304"
"44382","591"
"44419","1676"
"44489","3998"
"44532","24570"
"44543","368"
"44596","2863"
"44620","170"
"44644","1823"
"44668","834"
"44705","5084"
"44716","14517"
"44801","3231"
"44843","5439"
"44849","8444"
"44881","16284"
"44980","6192"
"44987","10910"
"44997","336"
"45049","108"
"45074","5647"
"45093","318"
"45097","476"
"45156","3655"
"45184","1839"
"45254","3236"
"45311","2490"
"45326","2437"
"45328","381"
"45375","712"
"45380","620"
"45410","6595"
"45490","1716"
"45509","35947"
"45527","431"
"45552","339"
"45561","1141"
"45578","1824"
"45593","3605"
"45660","563"
"45680","179"
"45687","14728"
"45695","1860"
"45712","18773"
"45723","812"
"45738","1003"
"45750","4671"
"45776","114"
"45794","8828"
"45808","482"
"45831","38860"
"45834","621"
"45849","2985"
"45871","246"
"45892","207"
"45919","168"
"45928","8323"
"45986","445"
"45999","539"
"46003","816"
"46004","1238"
"46020","24981"
"46021","12732"
"46070","1147"
"46080","11476"
"46092","4639"
"46095","1347"
"46099","3937"
"46108","671"
"46112","4010"
"46124","2483"
"46125","2217"
"46164","8524"
"46199","3721"
"46212","5390"
"46268","4974"
"46289","1867"
"46293","406"
"46340","3707"
"46344","3253"
"46348","1673"
"46353","89828"
"46369","469"
"46395","579"
"46438","1696"
"46477","940"
"46484","1370"
"46525","201"
"46540","1718"
"46563","124"
"46583","252"
"46608","407"
"46652","1522"
"46683","281"
"46696","342"
"46704","1877"
"46746","565"
"46764","141"
"46793","762"
"46807","1963"
"46818","869"
"46836","8229"
"46849","3808"
"46900","651"
"46907","120"
"46941","574"
"46953","715"
"46957","1989"
"46966","1451"
"46973","953"
"46984","1164"
"46993","2003"
"46997","17754"
"47027","753"
"47043","623"
"47070","2722"
"47152","8269"
"47153","4656"
"47182","472"
"47185","325"
"47191","1278"
"47192","1929"
"47198","4303"
"47224","620"
"47232","2107"
"47261","159"
"47279","2538"
"47334","1173"
"47341","8263"
"47376","367"
"47400","11261"
"47401","1696"
"47433","1202"
"47467","2049"
"47489","10718"
"47490","2474"
"47509","255"
"47555","153"
"47617","386"
"47618","16608"
"47638","2914"
"47641","31805"
"47652","57"
"47658","2289"
"47671","174"
"47692","336"
"47742","2179"
"47762","2067"
"47789","303"
"47809","2217"
"47821","633"
"47887","77"
"47890","14443"
"48040","258"
"48053","310"
"48058","3566"
"48092","2790"
"48110","6418"
"48117","2486"
"48139","10233"
"48154","505"
"48158","339"
"48187","17128"
"48206","2138"
"48226","979"
"48249","8917"
"48257","1400"
"48270","2054"
"48302","6972"
"48354","1162"
"48378","8809"
"48391","1214"
"48396","1759"
"48411","279"
"48422","2009"
"48438","176"
"48539","815"
"48543","12160"
"48580","824"
"48601","634"
"48607","1003"
"48667","1132"
"48705","1521"
"48714","2457"
"48735","195"
"48754","1449"
"48774","1309"
"48826","111"
"48927","1805"
"48980","10853"
"48988","214"
"49016","322"
"49048","1065"
"49056","4731"
"49080","146"
"49086","318"
"49097","1535"
"49107","230"
"49163","407"
"49184","392"
"49205","4396"
"49206","145"
"49228","446"
"49260","2600"
"49274","1350"
"49305","1010"
"49332","2743"
"49354","227"
"49356","8672"
"49441","1398"
"49442","7657"
"49515","81"
"49550","2005"
"49581","381"
"49638","62"
"49647","103"
"49682","2049"
"49695","1325"
"49699","24069"
"49718","3757"
"49761","292"
"49771","177"
"49823","529"
"49851","778"
"49859","780"
"50893","550"
"50895","245"
"50913","300"
"50925","1330"
"50970","4272"
"51010","15254"
"51017","1323"
"51039","3049"
"51056","1583"
"51069","31083"
"51083","305"
"51182","3581"
"51195","3287"
"51203","7301"
"51207","139"
"51256","3454"
"51306","5057"
"51309","190"
"51343","1433"
"51344","247"
"51361","436"
"51366","3943"
"51369","272"
"51413","2866"
"51425","5987"
"51476","123"
"51479","1006"
"51554","211"
"51579","1883"
"51587","4601"
"51614","624"
"51657","857"
"51675","122"
"51676","344"
"51755","2299"
"51784","166"
"51822","218"
"51827","549"
"51843","228"
"51860","2222"
"51882","4151"
"51936","1521"
"51979","5701"
"51994","13130"
"52000","201"
"52080","264"
"52136","876"
"52149","866"
"52158","2172"
"52186","3811"
